credit_score,annual_income,debt_to_income,employment_years,loan_amount,age
751.8,41873.68,0.1488,3.6,45548.28,31.0
810.3,20000.0,0.6232,10.2,47037.94,41.9
602.4,26003.67,0.2598,7.8,48305.53,36.7
609.0,20000.0,0.2438,10.7,26503.72,60.6
786.9,43605.44,0.1487,1.6,88772.6,38.1
664.7,44614.22,0.01,3.9,27558.69,41.4
792.3,39646.92,0.369,13.0,46748.03,71.7
644.6,84072.9,0.0858,9.1,51884.83,39.7
796.4,89255.64,0.176,3.5,100000.0,48.7
690.5,45017.46,0.0818,0.5,30024.9,49.8
700.7,20000.0,0.3924,4.4,24540.6,50.8
805.2,66745.41,0.339,0.1,14781.22,45.5
651.1,64710.59,0.0626,8.3,92172.79,44.3
604.7,57222.12,0.1123,13.4,46762.95,43.2
644.1,80076.67,0.2266,6.8,47659.47,35.1
716.2,27380.49,0.0199,1.6,100000.0,45.9
554.7,133836.97,0.0277,3.3,44135.81,66.3
731.0,30341.94,0.153,3.6,16624.07,56.5
636.9,71297.14,0.3731,2.1,32288.22,45.6
771.8,21085.19,0.135,10.3,20234.22,52.3
488.5,30787.61,0.3699,2.1,28637.69,31.6
617.1,104629.87,0.2494,9.7,28522.43,38.9
545.1,43025.58,0.162,4.0,25534.49,53.4
613.9,74604.89,0.3489,0.7,15741.1,59.8
699.8,55186.72,0.1173,10.9,94419.32,32.7
665.7,46514.57,0.314,3.5,43447.51,36.2
659.7,96947.53,0.4403,0.5,31720.45,68.2
667.3,43550.24,0.1485,10.9,57215.65,43.2
696.3,20123.25,0.0472,7.5,48177.16,63.9
599.3,32806.43,0.0153,1.6,42848.01,44.5
736.5,64575.86,0.1441,2.7,54775.53,45.0
733.0,59739.85,0.1644,12.5,39354.31,38.3
710.8,22392.27,0.2059,2.1,54292.04,53.3
724.5,34126.47,0.2582,4.3,57060.5,58.3
703.7,36648.92,0.2133,8.0,40039.88,29.6
842.8,40833.79,0.1219,2.2,31817.23,37.8
673.0,24637.95,0.0958,9.9,90965.78,53.0
655.4,35803.98,0.072,6.0,27262.27,40.4
619.7,34053.73,0.2619,4.0,45926.07,36.1
597.4,72096.92,0.3346,3.5,46552.92,54.1
580.4,73464.73,0.0942,9.3,25191.58,55.2
608.9,45574.1,0.3131,6.8,22366.21,36.6
674.3,40294.9,0.1632,3.2,29368.82,44.5
706.7,52573.22,0.255,2.1,27029.11,27.5
684.1,32588.43,0.412,2.4,15140.4,31.3
618.8,27627.97,0.212,4.9,24565.61,43.5
752.0,30634.72,0.0856,0.1,42605.29,42.4
739.2,35688.84,0.0705,0.9,77618.89,30.4
667.2,27399.04,0.2246,13.7,50646.98,33.4
627.8,53158.31,0.1118,7.6,7633.33,29.2
723.9,70605.11,0.3812,7.0,53358.16,47.5
695.0,22169.01,0.1443,3.9,25980.69,18.4
564.1,49640.6,0.2316,1.6,47660.01,29.9
674.6,43915.92,0.2584,4.5,36008.81,19.6
701.0,58148.44,0.512,0.2,32350.59,47.0
608.0,48704.69,0.1362,3.5,34154.81,20.4
695.2,23699.29,0.2374,0.1,35830.16,42.4
563.6,26076.91,0.2691,2.4,81360.32,61.7
786.9,49747.32,0.1835,21.1,35889.64,62.1
779.8,81993.11,0.1482,2.0,69655.83,20.3
659.8,20000.0,0.0938,5.9,63827.76,45.6
709.1,58271.2,0.3237,2.6,54188.68,30.1
487.2,88859.43,0.345,0.2,12432.0,27.7
587.5,45409.97,0.2953,0.0,70967.66,40.6
656.5,64543.92,0.4519,0.8,27591.39,56.7
594.2,34491.41,0.2607,1.3,55794.82,49.2
737.2,46180.68,0.1018,2.5,20261.55,33.4
839.8,21797.34,0.1947,1.4,17835.67,50.5
585.9,20000.0,0.077,3.8,100000.0,18.0
613.0,78541.54,0.1497,7.5,20451.47,33.0
698.8,29956.53,0.3946,0.2,72233.85,32.1
808.9,39035.86,0.3022,0.7,38989.68,42.9
582.2,24508.59,0.0959,14.3,28224.0,39.6
699.9,24221.97,0.5256,6.5,35351.73,40.3
825.7,44939.89,0.0881,0.9,16636.32,39.9
547.9,34037.27,0.2376,0.4,36017.04,42.3
577.5,59218.28,0.3374,9.6,18965.1,48.5
646.1,61467.83,0.3552,11.9,28644.99,43.8
638.4,57550.89,0.0894,3.7,63270.83,38.6
745.0,55232.14,0.1077,3.9,42298.82,46.8
699.3,107891.79,0.1451,0.4,14923.58,51.9
538.0,28744.54,0.1618,3.4,60529.91,35.3
721.2,47692.65,0.3589,4.0,36161.13,41.3
633.8,86365.62,0.1379,13.8,26230.78,55.9
782.0,92251.14,0.1974,0.9,56840.58,28.8
629.8,24079.55,0.1051,2.1,32848.98,63.7
629.1,41932.74,0.2662,3.2,18044.63,25.9
723.3,96670.21,0.1855,0.9,100000.0,37.9
741.0,63198.73,0.1941,7.7,35940.77,30.6
715.8,54048.2,0.4466,1.7,34584.78,68.3
545.2,43965.37,0.039,1.7,28479.42,36.0
723.0,40461.23,0.0988,7.8,73716.32,36.0
597.3,56619.55,0.2473,0.5,26504.58,37.6
698.8,43209.38,0.14,3.9,14371.64,43.1
566.1,47988.21,0.1785,1.8,24168.21,38.1
715.7,50985.64,0.2701,2.5,80504.21,40.4
615.5,34925.21,0.3323,3.3,59831.01,18.0
577.4,63963.3,0.1678,6.6,31163.12,42.7
737.1,210475.03,0.3072,4.7,82780.94,42.2
699.3,20161.03,0.1403,5.2,56883.77,54.5
630.9,57641.97,0.2057,4.4,30947.47,57.7
796.1,33520.25,0.216,3.3,32874.55,39.7
644.7,65427.72,0.2541,9.9,44249.11,51.8
682.6,50175.33,0.1903,0.3,22045.59,28.8
701.5,71748.87,0.0311,5.5,36413.8,51.2
630.4,88234.5,0.3101,3.4,43700.2,35.1
717.7,53971.45,0.5673,1.0,13198.0,27.8
637.3,86338.09,0.3283,13.4,32416.01,39.8
647.1,20000.0,0.0958,9.6,30277.69,58.8
789.0,108578.22,0.3745,9.8,67294.97,44.2
596.8,59132.21,0.3099,2.0,12007.68,60.0
487.0,84029.37,0.3496,4.4,28885.54,33.0
808.9,26637.15,0.1639,6.0,27199.32,54.6
850.0,32357.95,0.4255,4.0,64604.71,34.2
647.6,52731.55,0.2542,5.0,35378.94,44.7
525.1,48604.97,0.3007,4.9,100000.0,44.6
655.2,56473.92,0.1097,2.9,54031.8,49.9
657.1,84310.15,0.1786,2.1,28392.1,45.0
664.8,20279.99,0.4418,2.1,41931.61,33.1
590.9,79770.54,0.4412,0.8,29365.0,52.6
726.4,49224.21,0.2839,8.7,60817.79,62.8
722.0,44272.06,0.2332,14.4,16328.73,35.0
560.4,23492.64,0.01,3.6,22154.2,20.0
735.9,63039.98,0.1222,3.8,47734.7,48.0
844.2,20000.0,0.1976,25.1,75769.71,38.0
693.8,67791.83,0.1409,9.5,9689.7,40.4
653.0,23247.37,0.1719,7.4,82841.36,48.7
668.6,50348.74,0.1588,1.4,33386.9,36.5
729.2,46185.24,0.0526,7.6,11727.3,38.8
541.5,87971.58,0.4774,0.5,5996.69,40.8
693.2,44831.77,0.2143,1.2,14506.74,59.6
648.8,34645.76,0.1567,4.0,35888.68,42.4
827.8,38051.61,0.1954,2.0,34907.65,27.2
666.1,92636.77,0.1706,2.7,53099.37,27.6
813.4,64096.72,0.0898,2.3,26116.11,43.7
591.7,40424.25,0.0819,5.7,18679.38,28.4
727.0,43554.87,0.0862,2.3,28343.36,23.3
705.6,22390.93,0.1691,2.9,37055.28,49.6
610.5,59530.09,0.2226,11.4,41708.64,50.2
694.2,20334.86,0.1958,9.9,22618.0,37.6
777.0,71388.94,0.1468,0.3,62371.77,45.5
654.1,52276.95,0.1301,1.5,25013.27,44.3
544.6,161696.42,0.1502,10.6,21550.83,49.2
678.6,28280.63,0.1662,0.2,26227.54,49.3
607.8,46568.0,0.1415,1.2,69210.24,18.0
652.6,120468.53,0.174,4.8,33534.23,39.1
673.5,88938.0,0.3222,4.5,23939.66,48.2
543.5,34609.86,0.23,3.1,63301.52,37.1
550.7,54829.5,0.2844,2.9,100000.0,42.4
718.6,49069.83,0.1345,5.9,41184.18,51.0
638.2,56442.51,0.2822,6.6,76138.21,43.0
474.8,34567.17,0.3732,8.3,67619.17,60.1
742.8,46879.69,0.5238,3.5,25250.88,55.5
701.8,22047.93,0.2351,0.9,36900.5,40.6
622.9,52447.17,0.1405,4.5,16822.51,39.6
574.7,61390.5,0.2741,6.8,32113.59,18.0
746.9,43751.9,0.2429,17.6,24941.44,38.1
707.9,21861.33,0.5531,3.5,28517.36,25.8
850.0,80359.53,0.293,2.2,23157.25,44.7
713.6,58821.49,0.1092,11.2,30569.01,43.8
711.0,34097.95,0.4471,0.2,49978.07,50.4
666.6,42603.84,0.3241,2.3,33803.0,58.8
745.3,23148.04,0.01,4.7,11865.33,41.7
730.0,29357.25,0.289,1.7,23209.75,69.4
780.1,37462.45,0.2858,9.9,14593.92,44.8
638.3,90600.08,0.5779,4.8,42042.49,26.3
645.2,35605.25,0.0977,18.9,49118.47,35.3
641.7,67515.12,0.1983,3.0,42358.69,37.5
743.3,37452.99,0.1579,1.1,22641.9,49.1
799.9,55490.87,0.0747,10.4,42113.03,30.6
643.3,45674.81,0.1787,3.3,27389.95,38.4
646.0,75851.16,0.343,7.8,18344.13,40.1
705.1,37518.68,0.2293,3.6,56678.94,36.6
660.3,22331.11,0.5091,0.7,59326.81,51.7
756.2,24563.71,0.0588,0.6,64172.96,49.7
499.9,37573.76,0.4204,2.0,25209.87,56.0
613.9,26251.28,0.4726,0.6,73689.63,38.0
617.4,60180.64,0.1577,0.4,27006.98,56.4
494.4,38836.5,0.4371,15.0,53750.1,25.6
602.9,160701.4,0.1902,1.3,26727.61,25.3
606.8,20560.82,0.2882,4.1,31748.82,27.4
663.9,54274.87,0.3902,0.2,8495.51,42.1
769.0,27890.0,0.2856,2.6,30298.46,56.4
660.4,38303.61,0.088,1.3,38355.53,34.8
597.5,52612.54,0.1508,2.8,28395.05,36.3
675.4,20000.0,0.2125,10.1,100000.0,39.4
763.9,55183.16,0.4327,2.0,18079.25,48.9
601.9,126937.96,0.1021,5.8,25896.19,36.3
607.2,39076.67,0.3796,1.6,21101.02,35.6
724.7,55820.92,0.5612,6.2,25893.15,25.9
662.3,81835.04,0.191,0.8,67430.17,35.1
731.8,45162.54,0.02,6.0,88152.11,56.1
678.9,36662.87,0.4121,6.7,23849.64,43.1
736.1,20000.0,0.166,0.2,23533.86,33.1
597.2,67541.36,0.1519,0.2,18137.24,56.8
679.0,46324.02,0.536,5.0,79520.59,35.0
663.1,29544.65,0.0817,2.0,71154.06,59.0
582.7,52224.05,0.0437,10.0,34078.12,58.8
554.9,36613.04,0.1703,24.3,15714.52,42.7
734.9,37638.66,0.6566,3.9,16580.83,24.0
651.9,66379.63,0.1152,4.7,40230.38,69.5
598.2,25104.66,0.3131,1.6,50493.64,46.6
672.3,82756.48,0.198,17.2,10512.42,38.1
770.2,24371.19,0.2702,4.8,29947.89,53.5
497.5,35194.65,0.1699,3.5,95891.97,50.4
560.3,128216.19,0.1364,3.2,31872.36,57.7
606.2,86135.54,0.2873,0.4,88768.12,34.1
796.9,51472.45,0.1214,5.6,53606.61,45.8
702.6,30629.99,0.3902,0.9,18947.59,27.8
741.4,37622.74,0.115,1.0,30466.93,50.0
588.8,50850.11,0.6025,5.9,33616.88,41.7
590.4,49949.19,0.2956,0.3,20506.42,45.4
715.8,46843.36,0.3966,3.7,20293.97,40.2
684.7,48270.88,0.2715,4.4,89685.21,39.0
723.9,44038.19,0.1998,0.4,20202.94,31.6
665.0,23837.39,0.1618,1.6,69359.72,51.5
702.3,37863.57,0.2937,7.4,27948.23,59.9
692.6,77444.13,0.203,4.2,35761.11,35.3
742.2,24731.5,0.4266,2.3,50873.97,48.6
744.6,44588.1,0.3958,1.2,25358.39,47.2
550.4,32536.67,0.3791,4.4,51059.28,42.1
500.2,51827.45,0.3791,2.1,10637.51,23.7
760.1,40363.59,0.3215,3.1,47279.14,26.4
775.0,102610.63,0.1953,5.4,8257.54,32.6
598.4,63151.48,0.1475,9.6,31694.29,18.0
531.2,25440.52,0.1607,19.6,60630.04,58.9
687.9,68570.25,0.333,7.0,52753.07,46.4
754.5,33278.74,0.0912,5.5,16663.13,41.6
823.8,36735.61,0.3272,19.2,18001.34,18.0
721.3,57348.93,0.0742,1.7,24023.72,20.1
650.3,38335.29,0.3184,3.6,40608.37,42.0
608.5,76605.79,0.2544,3.2,10730.44,65.6
680.9,33281.1,0.1283,5.1,36028.51,33.6
656.1,35973.1,0.0739,5.6,43776.73,52.4
598.8,35306.22,0.497,15.7,30643.56,36.2
843.9,36944.82,0.2606,1.0,49771.24,42.7
822.8,84931.11,0.1195,4.0,41532.62,56.6
770.9,67130.79,0.499,2.3,26239.14,37.8
606.3,115263.03,0.3921,1.0,11364.92,33.7
748.4,152332.68,0.3486,0.8,39342.0,59.0
731.2,29279.46,0.0899,1.9,20499.48,42.5
715.4,50777.55,0.1319,2.1,25667.85,55.1
780.0,27225.24,0.0256,11.5,48410.62,33.8
730.8,33229.62,0.1064,2.4,84999.45,58.9
739.2,35773.36,0.2069,4.3,35495.6,45.3
731.0,28894.96,0.253,5.4,50637.06,47.2
707.3,28971.17,0.3337,4.6,15264.92,43.6
537.3,45608.88,0.1225,2.7,42079.42,35.9
686.7,26679.23,0.0355,11.8,35033.37,42.0
635.5,74687.16,0.0886,10.6,75927.68,36.7
577.6,30980.81,0.3634,4.0,26257.97,53.5
814.5,199742.53,0.4539,0.4,31414.27,39.6
818.3,39116.82,0.1928,2.9,68547.94,24.0
788.7,50818.15,0.1945,2.0,34364.51,21.8
700.4,25650.78,0.4078,3.6,18670.41,21.3
788.1,115041.23,0.2186,3.0,100000.0,49.4
681.0,85797.95,0.1582,3.8,19012.36,28.2
696.2,56866.29,0.3719,5.2,34932.75,45.6
592.5,24999.19,0.3794,5.6,44712.7,43.6
711.8,54466.08,0.2014,5.3,42640.96,41.2
684.8,27981.1,0.3821,6.7,32407.78,47.3
575.8,101841.98,0.1301,8.0,32504.82,43.9
675.9,73467.42,0.2198,2.8,31540.92,18.0
673.6,51416.76,0.2725,13.6,18591.13,38.1
823.8,20000.0,0.1131,16.2,100000.0,47.1
751.5,29980.19,0.1367,1.7,31824.94,61.7
680.9,69139.44,0.1633,11.5,51956.32,62.2
699.9,89898.98,0.3059,5.3,29709.09,25.6
683.5,85355.9,0.4513,4.7,29352.76,37.8
663.8,22114.6,0.4524,1.0,27632.11,23.2
593.4,56998.27,0.3856,4.5,14329.74,60.2
667.9,81451.06,0.1508,2.8,32979.03,54.2
620.3,21393.28,0.557,26.7,28446.93,46.2
580.0,48827.44,0.0258,8.4,73343.91,44.0
720.9,56214.0,0.3726,3.9,17711.69,58.6
711.3,42176.47,0.3268,8.4,25686.27,56.5
537.1,20000.0,0.0618,3.2,21182.61,55.9
670.2,41653.93,0.1933,0.5,86294.25,47.5
759.7,41620.47,0.2591,12.1,21554.82,37.8
764.7,45522.58,0.0851,4.5,50887.87,51.2
762.1,36984.87,0.2348,2.0,64997.03,51.8
683.1,39280.91,0.0988,6.1,33267.17,39.7
612.4,48057.18,0.2548,10.5,15897.44,37.8
593.3,61158.69,0.2771,7.7,16018.63,55.6
707.6,42099.31,0.0579,2.7,60831.22,62.0
710.3,39941.67,0.2198,0.5,17045.54,33.0
783.0,51337.51,0.341,10.3,45945.72,38.8
768.0,20000.0,0.0285,3.4,38894.55,46.2
669.4,62225.34,0.3058,0.2,45536.96,47.8
580.5,49007.0,0.327,1.0,48192.12,35.7
654.5,50003.42,0.5374,0.3,20739.54,64.6
697.4,79250.35,0.29,5.8,20225.17,47.1
663.8,20000.0,0.1046,11.2,55768.04,48.4
633.8,20000.0,0.2653,6.6,24894.28,63.1
700.2,56212.92,0.2807,1.1,6973.77,36.6
639.7,48846.67,0.3918,13.4,53597.26,40.9
629.8,53374.5,0.4582,1.0,19501.43,27.0
704.9,38907.27,0.2601,9.6,48063.65,39.9
647.8,68334.96,0.199,4.3,83758.51,24.1
699.5,78144.85,0.2603,0.0,36682.59,51.0
701.9,62441.86,0.1892,1.2,66003.27,47.0
588.8,43027.11,0.2811,0.6,39826.13,38.7
641.5,20000.0,0.0931,4.4,94132.4,40.8
795.0,72014.16,0.36,7.3,19201.35,51.1
587.0,90297.43,0.3154,5.6,36136.94,28.4
510.7,67661.95,0.266,10.5,54387.9,44.5
531.1,31576.83,0.1081,5.4,32394.79,50.4
682.3,68658.29,0.0933,1.0,72499.24,20.6
682.5,75377.56,0.4278,6.5,28022.87,50.2
670.6,106874.24,0.5294,4.6,100000.0,21.9
777.1,31632.65,0.2986,3.2,100000.0,40.6
466.2,43773.01,0.5644,9.8,43012.38,28.0
711.7,71227.63,0.3917,22.3,50592.61,59.2
804.9,50448.34,0.124,2.4,74235.88,28.1
589.8,28038.57,0.269,3.6,17812.96,22.2
649.6,60313.31,0.1934,5.1,16527.81,43.6
619.8,65468.92,0.3116,6.9,77176.58,37.0
608.5,51224.92,0.2438,6.5,42804.27,23.9
653.9,54709.49,0.3226,0.5,31700.79,48.3
794.2,43072.8,0.3522,0.0,36558.68,18.1
827.0,102656.06,0.151,5.0,8676.51,29.6
653.1,31246.23,0.2294,0.8,32391.87,35.1
832.4,36546.46,0.2729,2.1,23113.5,51.6
682.8,49290.8,0.3415,4.5,62997.04,57.5
820.3,76075.16,0.4466,0.8,65974.16,55.2
672.5,23186.22,0.1085,8.4,51328.84,40.2
690.5,25459.69,0.1335,4.3,46040.43,18.0
709.2,20000.0,0.125,0.3,14788.31,46.7
850.0,49828.76,0.4175,0.1,51760.67,59.6
748.1,28024.86,0.316,1.7,52978.36,56.8
623.4,40446.08,0.132,2.0,76658.49,47.6
757.5,68233.38,0.2425,4.5,100000.0,27.7
651.1,35568.96,0.0516,0.8,13153.77,35.7
640.8,55030.4,0.0707,3.9,28764.98,65.2
752.7,42206.56,0.0904,3.7,23263.48,25.0
682.5,68600.64,0.3914,3.2,40275.73,28.2
702.3,62166.03,0.3619,13.3,36608.7,53.3
681.1,34683.98,0.1415,3.9,31557.0,36.8
706.9,45056.57,0.1609,0.0,67276.25,27.8
714.0,82608.82,0.0995,4.7,18753.8,60.3
525.0,59676.19,0.0991,0.6,19444.65,47.5
733.3,24380.01,0.1421,2.1,19642.77,37.4
601.4,68037.14,0.2727,2.5,29254.93,28.3
564.6,28501.01,0.2388,2.4,17376.01,66.6
675.3,99335.33,0.0347,1.2,35272.44,41.7
686.7,81801.38,0.1148,7.1,32882.83,58.8
624.5,56666.74,0.2803,4.4,22653.98,52.7
746.5,53030.18,0.2687,2.9,61344.44,35.7
572.6,44155.99,0.1486,10.4,35041.9,35.8
647.4,68820.85,0.3082,3.8,68705.77,59.4
633.2,40725.55,0.1603,3.7,32304.77,59.6
676.3,55148.51,0.3482,2.0,35792.12,19.5
702.3,75808.61,0.2943,4.2,25908.61,48.6
599.4,37015.67,0.1776,1.9,36162.29,40.5
737.9,36022.67,0.6044,5.3,55677.91,29.6
685.0,26979.09,0.2076,2.3,28373.18,45.1
528.6,28789.43,0.3996,3.1,49565.34,25.8
523.3,20000.0,0.3786,7.1,22300.22,36.4
679.0,70609.11,0.0956,0.2,57264.17,32.4
662.3,121110.34,0.1517,1.2,25643.78,36.0
671.7,99973.9,0.4507,4.8,60536.87,41.1
677.8,21741.06,0.1696,0.8,37668.74,29.8
698.0,70433.72,0.2839,3.8,90451.79,60.9
755.8,99812.95,0.1352,6.7,18170.59,47.9
591.1,39010.85,0.3115,1.1,14977.34,63.5
586.2,51571.46,0.1392,0.8,25091.13,40.1
592.5,20000.0,0.3641,4.8,15823.21,35.4
703.1,56014.62,0.2951,1.8,15841.04,63.1
779.6,28802.58,0.3181,0.2,52729.51,35.1
645.5,54166.48,0.4347,1.8,36224.56,39.9
479.9,22457.92,0.2809,1.6,27233.18,50.6
543.7,64307.34,0.1881,4.9,28791.12,27.1
613.4,81818.31,0.0891,13.4,25378.49,50.5
635.4,33137.14,0.3654,2.7,97755.18,49.0
647.3,27765.2,0.4307,2.9,23358.04,57.2
683.1,20000.0,0.5305,2.0,16427.63,52.7
655.1,42907.13,0.3488,1.2,58549.65,57.6
763.9,36651.26,0.107,12.0,31905.91,40.7
625.9,22572.56,0.5002,1.5,100000.0,31.6
611.0,61482.59,0.1657,13.2,26483.49,67.3
718.3,39144.48,0.1762,2.1,60330.35,23.7
557.1,28627.76,0.3087,30.0,69516.43,24.9
711.2,37149.8,0.1618,1.8,26560.98,48.8
688.2,83755.09,0.3246,0.9,23254.35,61.5
668.2,66268.4,0.1838,19.7,56659.78,44.3
807.1,45935.2,0.43,6.6,51273.8,54.0
630.2,66806.29,0.3467,7.1,15578.3,18.1
844.8,27434.15,0.1081,16.9,18452.2,36.0
662.0,49820.66,0.3684,4.8,7927.89,19.5
577.8,52768.05,0.2123,1.5,51908.2,51.4
685.6,38757.58,0.5599,3.1,31036.02,23.4
593.9,60945.13,0.1959,0.8,32948.79,26.7
619.9,33182.68,0.3151,4.7,13162.58,48.2
711.8,63253.79,0.2366,2.8,18791.1,54.7
724.4,64597.4,0.124,0.7,27261.33,40.1
630.2,20000.0,0.2238,2.9,24260.5,48.8
759.0,88889.82,0.3263,1.3,38976.01,48.5
772.6,20000.0,0.2021,7.6,51538.32,39.4
794.9,36025.25,0.1383,3.0,100000.0,28.9
722.4,81852.49,0.3312,5.7,35881.95,48.8
789.1,41829.48,0.1545,4.6,70915.31,49.4
529.5,23550.61,0.331,1.2,22070.92,52.7
654.6,28371.25,0.3063,10.7,13293.52,45.7
610.6,81916.27,0.2528,0.8,29396.15,28.0
689.5,20000.0,0.3856,1.7,13923.97,50.3
634.3,86206.04,0.5106,0.1,36636.63,42.0
666.7,47688.66,0.2984,5.1,22736.52,36.2
830.6,27005.68,0.1652,0.8,11242.28,38.5
666.4,36623.39,0.4152,7.0,100000.0,33.7
713.1,29477.66,0.3552,2.2,26303.65,52.7
661.4,75592.52,0.3155,2.0,13594.61,25.0
686.1,70700.92,0.0629,0.4,62249.33,30.1
680.5,20752.45,0.3599,9.9,23454.82,38.1
715.9,40062.82,0.2186,18.4,69849.6,61.4
773.2,31837.72,0.0317,1.8,23387.65,54.7
811.8,93597.13,0.0149,2.0,26251.05,22.3
704.8,24958.02,0.157,4.5,44662.93,58.2
727.2,109328.74,0.033,3.6,51840.74,58.2
587.9,48211.49,0.2662,13.2,57589.2,27.9
673.0,27420.13,0.0573,4.4,34411.82,18.0
755.2,34939.14,0.2021,16.5,49869.76,41.1
749.3,32833.04,0.1666,10.0,56804.86,55.5
696.9,25917.94,0.135,2.8,40959.6,61.1
750.9,51401.03,0.1715,2.7,33336.4,31.6
719.3,26530.29,0.1704,7.1,15257.45,63.0
776.0,20000.0,0.404,8.6,52026.29,18.0
703.1,40544.76,0.5597,3.9,37246.16,37.6
651.5,20000.0,0.4427,0.1,28334.36,37.0
706.9,33655.09,0.0916,5.6,78171.45,55.8
445.6,31115.1,0.3746,8.7,15418.14,57.6
710.6,31710.15,0.4339,0.8,97384.45,53.5
388.1,133316.54,0.0501,8.0,35833.41,25.8
542.1,50423.16,0.1558,2.3,43936.95,52.4
716.1,55419.43,0.3564,1.9,28651.86,48.1
718.2,20166.96,0.1378,4.0,13356.47,21.9
587.0,35348.75,0.435,7.1,33397.42,18.0
623.0,54592.47,0.3119,2.5,44393.44,54.5
789.6,29370.19,0.3237,2.8,54487.97,39.8
641.3,77190.48,0.4526,4.6,32246.99,26.6
850.0,26866.94,0.4044,16.0,9744.67,39.5
679.8,42481.2,0.0895,1.7,14400.28,46.4
712.6,36569.66,0.1508,1.1,100000.0,41.0
809.3,53218.45,0.2698,4.5,18853.96,23.4
690.5,35587.69,0.1439,3.0,85496.41,64.6
599.8,42811.12,0.3125,2.2,20734.37,54.1
671.2,43561.76,0.3122,7.1,32549.8,38.0
677.2,33955.5,0.0937,4.8,52845.35,38.5
570.8,62476.57,0.2855,0.9,22200.79,46.3
659.5,55226.28,0.1239,18.8,94403.09,28.4
620.6,46896.25,0.1663,7.6,38003.63,45.9
753.9,39528.25,0.2769,0.6,47882.75,26.0
682.8,73004.18,0.3782,7.5,30928.58,41.2
657.4,43568.2,0.1057,11.5,53918.68,28.0
671.5,42051.54,0.3934,7.0,93645.87,28.6
697.8,51655.14,0.3052,3.6,33564.64,61.7
729.3,114495.79,0.2833,1.5,100000.0,42.7
600.0,25079.9,0.1921,11.6,25160.8,44.5
596.7,72036.52,0.2836,7.4,57437.78,18.0
768.4,20000.0,0.1193,10.6,48701.67,34.8
647.0,54646.29,0.1869,2.7,19126.9,47.5
566.7,107747.03,0.4001,0.6,41286.29,44.3
715.5,62588.34,0.2964,1.9,36476.36,18.0
717.1,53386.47,0.3124,7.2,21765.57,44.5
557.5,37040.8,0.7211,3.5,45017.27,46.4
698.4,49787.72,0.176,2.8,39647.13,57.4
738.8,43216.11,0.324,3.7,34767.83,34.1
710.0,33090.84,0.092,14.5,34851.57,18.0
730.6,42406.72,0.4636,3.3,34406.26,30.0
567.7,54132.53,0.2272,8.6,29125.82,28.8
706.5,33402.68,0.2604,0.6,39493.86,50.8
655.8,32756.58,0.0464,2.8,24677.61,18.0
641.4,24831.75,0.206,0.1,100000.0,36.6
749.6,59597.12,0.1031,0.6,15590.24,59.1
798.3,64386.65,0.5825,1.3,25569.57,42.1
823.5,55040.81,0.2125,3.9,26810.66,52.8
785.2,79426.33,0.1317,14.5,100000.0,22.3
671.2,51222.48,0.2134,7.2,16447.34,22.8
708.2,59635.45,0.1441,0.0,46889.7,59.2
741.3,57063.43,0.0145,1.0,42151.96,43.2
689.7,46827.69,0.493,12.0,44363.01,43.2
690.5,37593.6,0.3532,27.1,76252.53,28.6
745.9,148312.43,0.2424,6.5,75319.75,43.2
